enzyme	gtpred_enzyme	length	identity	gaps	score
Zm_15991	UGT89B1	479	30.5	6.3	365.0
Zm_15991	UGT89C1	269	33.8	4.1	318.0
Zm_15991	VVGT1	375	28.3	8.5	252.0
Zm_15991	UGT76C4	320	31.2	8.1	275.0
Zm_43295	UGT76E5	198	39.4	8.6	286.0
Zm_43295	UGT76E4	192	38.5	4.2	356.0
Zm_43295	UGT76E1	218	39.9	3.7	382.0
Zm_43295	UGT76E2	214	40.7	4.2	379.0
Zm_43295	UGT76E12	476	30.0	6.5	403.0
Zm_43295	UGT76E11	211	39.3	3.8	372.0
Zm_43295	UGT85A5	487	29.6	5.7	382.0
Zm_43295	UGT85A4	477	29.6	5.2	426.0
Zm_43295	UGT84A3	473	28.1	5.5	324.0
Zm_43295	UGT84A4	470	26.0	5.3	323.0
Zm_43295	UGT84A2	472	26.7	4.7	355.0
Zm_43295	UGT84A1	235	35.7	3.4	359.0
Zm_43295	UGT84B1	263	33.8	5.7	328.0
Zm_43295	UGT84B2	307	30.9	7.2	307.0
Zm_43295	UGT75B1	202	32.7	2.5	282.0
Zm_43295	UGT75D1	209	32.5	3.3	261.0
Zm_43295	UGT74F1	202	37.6	6.9	305.0
Zm_43295	UGT74F2	263	32.3	7.6	286.0
Zm_43295	UGT74B1	202	38.1	5.4	293.0
Zm_43295	UGT78D2	212	36.8	6.6	302.0
Zm_43295	UGT78D1	218	35.8	6.4	271.0
Zm_43295	UGT71C1	368	33.4	6.2	433.0
Zm_43295	UGT71C2	488	33.2	7.6	496.0
Zm_43295	UGT71C3	485	31.3	6.4	467.0
Zm_43295	UGT71C4	487	33.9	7.0	505.0
Zm_43295	UGT71C5	367	34.1	6.3	448.0
Zm_43295	UGT71B8	485	33.2	7.0	501.0
Zm_43295	UGT71B6	485	31.8	6.4	485.0
Zm_43295	UGT71B5	488	33.0	6.6	512.0
Zm_43295	UGT71B1	483	34.2	7.5	488.0
Zm_43295	UGT88A1	472	41.1	4.7	834.0
Zm_43295	UGT72E2	466	33.7	7.7	487.0
Zm_43295	UGT72E3	466	33.9	7.7	497.0
Zm_43295	UGT72E1	484	33.7	6.6	545.0
Zm_43295	UGT72D1	473	33.4	5.7	524.0
Zm_43295	UGT72C1	462	34.0	7.6	457.0
Zm_43295	UGT72B3	470	37.9	6.4	633.0
Zm_43295	UGT72B1	467	40.3	6.2	700.0
Zm_43295	UGT73C3	442	31.0	7.2	425.0
Zm_43295	UGT73C4	444	30.2	8.1	398.0
Zm_43295	UGT73C5	496	30.8	9.1	403.0
Zm_43295	UGT73C6	421	31.1	7.8	390.0
Zm_43295	UGT73C1	442	28.7	7.5	386.0
Zm_43295	UGT73C7	331	35.6	7.3	412.0
Zm_43295	UGT73B2	318	36.5	6.9	396.0
Zm_43295	UGT73B3	305	39.0	6.6	424.0
Zm_43295	UGT73B1	482	32.8	7.7	425.0
Zm_43295	UGT73B4	366	35.8	5.5	424.0
Zm_43295	UGT73B5	365	34.5	5.8	390.0
Zm_43295	UGT89B1	480	30.0	7.3	387.0
Zm_43295	UGT89C1	265	31.7	4.5	340.0
Zm_43295	VVGT1	196	37.8	6.6	289.0
Zm_43295	UGT76C4	200	38.5	4.0	351.0
Zm_51683	UGT76E5	472	28.8	8.7	298.0
Zm_51683	UGT76E4	473	29.4	7.2	351.0
Zm_51683	UGT76E1	474	28.5	6.5	345.0
Zm_51683	UGT76E2	471	27.8	6.2	339.0
Zm_51683	UGT76E12	469	30.3	7.0	387.0
Zm_51683	UGT76E11	474	27.4	7.2	338.0
Zm_51683	UGT85A5	495	32.7	9.3	336.0
Zm_51683	UGT85A4	474	30.4	9.9	308.0
Zm_51683	UGT84A3	474	27.6	6.8	321.0
Zm_51683	UGT84A4	472	27.5	7.0	333.0
Zm_51683	UGT84A2	474	27.4	6.3	305.0
Zm_51683	UGT84A1	471	28.9	5.3	354.0
Zm_51683	UGT84B1	322	30.1	7.8	254.0
Zm_51683	UGT84B2	312	27.9	6.7	249.0
Zm_51683	UGT75B1	281	32.7	4.6	329.0
Zm_51683	UGT75D1	350	27.7	4.6	273.0
Zm_51683	UGT74F1	459	27.2	6.8	286.0
Zm_51683	UGT74F2	459	26.4	6.8	262.0
Zm_51683	UGT74B1	470	28.1	7.4	261.0
Zm_51683	UGT78D2	140	37.9	4.3	223.0
Zm_51683	UGT78D1	285	30.9	8.4	214.0
Zm_51683	UGT71C1	484	34.3	8.9	493.0
Zm_51683	UGT71C2	365	36.7	6.3	509.0
Zm_51683	UGT71C3	364	39.0	5.8	541.0
Zm_51683	UGT71C4	364	38.7	5.8	543.0
Zm_51683	UGT71C5	487	35.7	9.0	521.0
Zm_51683	UGT71B8	478	34.9	5.4	586.0
Zm_51683	UGT71B6	475	33.3	5.5	537.0
Zm_51683	UGT71B5	479	33.8	6.1	548.0
Zm_51683	UGT71B1	474	35.0	5.1	573.0
Zm_51683	UGT88A1	476	45.4	5.5	944.0
Zm_51683	UGT72E2	462	34.8	5.2	598.0
Zm_51683	UGT72E3	476	32.1	4.4	599.0
Zm_51683	UGT72E1	469	34.3	3.4	631.0
Zm_51683	UGT72D1	465	33.5	3.2	605.0
Zm_51683	UGT72C1	452	36.9	4.6	612.0
Zm_51683	UGT72B3	472	39.4	4.7	734.0
Zm_51683	UGT72B1	473	40.6	4.9	792.0
Zm_51683	UGT73C3	484	29.1	7.4	364.0
Zm_51683	UGT73C4	485	27.6	7.8	342.0
Zm_51683	UGT73C5	486	28.2	8.0	340.0
Zm_51683	UGT73C6	484	28.1	7.4	354.0
Zm_51683	UGT73C1	485	27.8	8.0	317.0
Zm_51683	UGT73C7	487	28.7	8.6	352.0
Zm_51683	UGT73B2	387	31.8	6.7	336.0
Zm_51683	UGT73B3	390	32.1	6.4	349.0
Zm_51683	UGT73B1	379	34.0	7.7	356.0
Zm_51683	UGT73B4	369	33.9	5.7	391.0
Zm_51683	UGT73B5	368	34.0	6.0	370.0
Zm_51683	UGT89B1	468	27.4	6.0	303.0
Zm_51683	UGT89C1	298	34.2	6.0	321.0
Zm_51683	VVGT1	141	41.1	5.7	243.0
Zm_51683	UGT76C4	462	26.0	5.6	291.0
Zm_56026	UGT76E5	127	44.1	4.7	213.0
Zm_56026	UGT76E4	372	33.6	9.7	307.0
Zm_56026	UGT76E1	374	31.6	8.8	302.0
Zm_56026	UGT76E2	473	29.6	8.7	318.0
Zm_56026	UGT76E12	482	30.9	9.8	318.0
Zm_56026	UGT76E11	411	31.9	7.3	318.0
Zm_56026	UGT85A5	489	29.7	8.6	349.0
Zm_56026	UGT85A4	495	27.7	9.9	297.0
Zm_56026	UGT84A3	490	28.0	8.8	302.0
Zm_56026	UGT84A4	482	27.8	8.1	325.0
Zm_56026	UGT84A2	491	30.1	9.0	326.0
Zm_56026	UGT84A1	493	27.8	6.3	363.0
Zm_56026	UGT84B1	129	39.5	0.8	252.0
Zm_56026	UGT84B2	317	31.2	8.8	248.0
Zm_56026	UGT75B1	471	27.6	5.9	280.0
Zm_56026	UGT75D1	483	28.6	6.6	284.0
Zm_56026	UGT74F1	141	38.3	1.4	260.0
Zm_56026	UGT74F2	140	35.7	0.0	249.0
Zm_56026	UGT74B1	471	26.5	6.2	261.0
Zm_56026	UGT78D2	431	28.3	9.5	262.0
Zm_56026	UGT78D1	130	39.2	3.8	236.0
Zm_56026	UGT71C1	454	34.4	9.3	456.0
Zm_56026	UGT71C2	487	33.5	9.0	469.0
Zm_56026	UGT71C3	494	33.8	8.7	454.0
Zm_56026	UGT71C4	490	35.5	9.8	501.0
Zm_56026	UGT71C5	480	34.0	8.8	470.0
Zm_56026	UGT71B8	483	33.7	7.9	507.0
Zm_56026	UGT71B6	482	33.6	7.5	490.0
Zm_56026	UGT71B5	480	33.8	5.6	544.0
Zm_56026	UGT71B1	478	34.9	5.9	539.0
Zm_56026	UGT88A1	477	33.8	6.3	575.0
Zm_56026	UGT72E2	464	37.9	4.3	724.0
Zm_56026	UGT72E3	463	36.9	3.9	707.0
Zm_56026	UGT72E1	467	36.4	3.4	706.0
Zm_56026	UGT72D1	480	36.9	4.8	735.0
Zm_56026	UGT72C1	459	35.1	5.0	609.0
Zm_56026	UGT72B3	478	42.9	4.2	939.0
Zm_56026	UGT72B1	476	44.5	3.2	969.0
Zm_56026	UGT73C3	488	29.7	10.7	320.0
Zm_56026	UGT73C4	489	29.2	11.0	301.0
Zm_56026	UGT73C5	488	28.9	10.5	291.0
Zm_56026	UGT73C6	485	28.2	9.5	305.0
Zm_56026	UGT73C1	491	30.3	10.2	320.0
Zm_56026	UGT73C7	490	30.2	10.2	302.0
Zm_56026	UGT73B2	377	31.6	9.5	326.0
Zm_56026	UGT73B3	373	31.6	8.8	369.0
Zm_56026	UGT73B1	369	31.2	8.9	338.0
Zm_56026	UGT73B4	364	34.1	8.0	410.0
Zm_56026	UGT73B5	364	33.8	8.8	368.0
Zm_56026	UGT89B1	479	29.4	7.5	324.0
Zm_56026	UGT89C1	270	35.6	7.8	309.0
Zm_56026	VVGT1	130	43.1	3.8	262.0
Zm_56026	UGT76C4	298	31.5	8.7	251.0
Zm_58314	UGT76E5	230	37.4	9.6	292.0
Zm_58314	UGT76E4	232	37.5	6.9	345.0
Zm_58314	UGT76E1	236	39.4	7.2	354.0
Zm_58314	UGT76E2	233	38.6	6.4	352.0
Zm_58314	UGT76E12	473	29.0	5.9	373.0
Zm_58314	UGT76E11	230	40.9	6.5	367.0
Zm_58314	UGT85A5	382	31.9	7.1	357.0
Zm_58314	UGT85A4	381	33.6	7.9	365.0
Zm_58314	UGT84A3	491	29.5	7.7	348.0
Zm_58314	UGT84A4	488	28.7	6.6	348.0
Zm_58314	UGT84A2	371	29.6	7.5	322.0
Zm_58314	UGT84A1	483	27.1	6.0	373.0
Zm_58314	UGT84B1	330	30.0	7.3	302.0
Zm_58314	UGT84B2	471	27.2	7.9	300.0
Zm_58314	UGT75B1	261	33.0	3.4	346.0
Zm_58314	UGT75D1	235	33.2	5.1	288.0
Zm_58314	UGT74F1	216	36.1	8.3	301.0
Zm_58314	UGT74F2	210	33.8	8.6	268.0
Zm_58314	UGT74B1	211	37.0	9.0	274.0
Zm_58314	UGT78D2	364	31.3	8.0	284.0
Zm_58314	UGT78D1	196	36.2	3.6	262.0
Zm_58314	UGT71C1	370	37.8	7.0	518.0
Zm_58314	UGT71C2	366	39.3	6.8	530.0
Zm_58314	UGT71C3	372	37.6	7.3	523.0
Zm_58314	UGT71C4	391	38.1	7.7	490.0
Zm_58314	UGT71C5	374	37.2	7.5	483.0
Zm_58314	UGT71B8	473	35.5	5.7	602.0
Zm_58314	UGT71B6	466	32.0	4.1	525.0
Zm_58314	UGT71B5	474	35.2	5.5	627.0
Zm_58314	UGT71B1	471	35.5	5.3	579.0
Zm_58314	UGT88A1	472	44.1	6.1	831.0
Zm_58314	UGT72E2	463	33.7	5.2	569.0
Zm_58314	UGT72E3	464	32.8	4.7	571.0
Zm_58314	UGT72E1	463	34.6	5.4	607.0
Zm_58314	UGT72D1	474	34.8	4.6	618.0
Zm_58314	UGT72C1	456	35.5	5.7	555.0
Zm_58314	UGT72B3	475	36.2	4.2	664.0
Zm_58314	UGT72B1	469	37.7	3.4	706.0
Zm_58314	UGT73C3	245	33.9	5.7	338.0
Zm_58314	UGT73C4	457	26.9	6.3	333.0
Zm_58314	UGT73C5	245	33.1	5.7	318.0
Zm_58314	UGT73C6	245	32.7	5.7	311.0
Zm_58314	UGT73C1	446	27.6	5.8	341.0
Zm_58314	UGT73C7	282	40.1	9.9	352.0
Zm_58314	UGT73B2	209	42.1	8.1	317.0
Zm_58314	UGT73B3	226	39.8	8.4	315.0
Zm_58314	UGT73B1	229	38.4	7.0	353.0
Zm_58314	UGT73B4	395	30.4	4.6	366.0
Zm_58314	UGT73B5	395	29.6	5.3	336.0
Zm_58314	UGT89B1	470	31.7	8.3	358.0
Zm_58314	UGT89C1	271	35.1	4.8	348.0
Zm_58314	VVGT1	359	31.8	8.6	287.0
Zm_58314	UGT76C4	209	36.8	6.7	317.0
Zm_60993	UGT76E5	118	42.4	4.2	210.0
Zm_60993	UGT76E4	233	37.8	10.7	274.0
Zm_60993	UGT76E1	244	35.7	10.7	263.0
Zm_60993	UGT76E2	243	35.4	9.9	264.0
Zm_60993	UGT76E12	240	35.4	10.0	259.0
Zm_60993	UGT76E11	240	35.4	10.0	242.0
Zm_60993	UGT85A5	496	28.0	7.3	313.0
Zm_60993	UGT85A4	487	30.8	8.0	344.0
Zm_60993	UGT84A3	247	36.0	9.7	238.0
Zm_60993	UGT84A4	245	35.5	10.6	223.0
Zm_60993	UGT84A2	368	29.6	9.8	250.0
Zm_60993	UGT84A1	255	35.3	7.8	285.0
Zm_60993	UGT84B1	330	30.6	8.8	262.0
Zm_60993	UGT84B2	130	36.2	1.5	228.0
Zm_60993	UGT75B1	343	30.6	8.5	281.0
Zm_60993	UGT75D1	209	34.0	8.1	246.0
Zm_60993	UGT74F1	142	36.6	2.1	261.0
Zm_60993	UGT74F2	145	40.0	3.4	277.0
Zm_60993	UGT74B1	144	37.5	2.8	235.0
Zm_60993	UGT78D2	142	38.7	2.8	252.0
Zm_60993	UGT78D1	140	37.9	2.9	232.0
Zm_60993	UGT71C1	508	30.7	9.3	409.0
Zm_60993	UGT71C2	456	34.6	9.4	454.0
Zm_60993	UGT71C3	446	36.1	9.2	496.0
Zm_60993	UGT71C4	505	33.7	9.3	503.0
Zm_60993	UGT71C5	501	32.1	8.8	453.0
Zm_60993	UGT71B8	508	35.4	8.7	501.0
Zm_60993	UGT71B6	394	37.8	8.4	470.0
Zm_60993	UGT71B5	503	34.0	8.2	489.0
Zm_60993	UGT71B1	386	38.1	7.8	508.0
Zm_60993	UGT88A1	491	38.9	8.1	641.0
Zm_60993	UGT72E2	365	37.0	5.5	491.0
Zm_60993	UGT72E3	369	36.6	6.5	478.0
Zm_60993	UGT72E1	383	34.2	5.5	484.0
Zm_60993	UGT72D1	373	37.3	7.5	504.0
Zm_60993	UGT72C1	474	34.8	8.2	460.0
Zm_60993	UGT72B3	479	35.5	7.1	603.0
Zm_60993	UGT72B1	398	40.7	6.0	626.0
Zm_60993	UGT73C3	256	37.1	11.3	297.0
Zm_60993	UGT73C4	268	35.1	11.2	290.0
Zm_60993	UGT73C5	230	36.1	11.3	272.0
Zm_60993	UGT73C6	230	34.8	11.3	253.0
Zm_60993	UGT73C1	230	34.8	11.3	263.0
Zm_60993	UGT73C7	260	40.4	11.2	314.0
Zm_60993	UGT73B2	247	38.9	10.9	291.0
Zm_60993	UGT73B3	246	38.6	10.6	288.0
Zm_60993	UGT73B1	211	40.8	9.5	314.0
Zm_60993	UGT73B4	247	38.9	8.1	348.0
Zm_60993	UGT73B5	247	38.5	9.3	314.0
Zm_60993	UGT89B1	231	39.4	8.7	301.0
Zm_60993	UGT89C1	232	34.5	6.0	275.0
Zm_60993	VVGT1	140	40.7	3.6	252.0
Zm_60993	UGT76C4	204	36.3	9.8	246.0
Zm_62783	UGT76E5	463	24.6	6.5	211.0
Zm_62783	UGT76E4	459	25.9	5.9	268.0
Zm_62783	UGT76E1	465	24.7	5.8	283.0
Zm_62783	UGT76E2	456	24.1	5.3	259.0
Zm_62783	UGT76E12	465	26.0	5.2	293.0
Zm_62783	UGT76E11	460	26.5	5.2	276.0
Zm_62783	UGT85A5	295	28.5	6.4	241.0
Zm_62783	UGT85A4	209	34.4	3.3	304.0
Zm_62783	UGT84A3	476	27.7	6.5	290.0
Zm_62783	UGT84A4	477	26.4	5.9	304.0
Zm_62783	UGT84A2	473	26.0	6.1	301.0
Zm_62783	UGT84A1	474	27.6	5.3	342.0
Zm_62783	UGT84B1	471	24.4	6.8	235.0
Zm_62783	UGT84B2	382	25.4	5.5	273.0
Zm_62783	UGT75B1	257	32.3	5.4	296.0
Zm_62783	UGT75D1	483	26.3	6.8	271.0
Zm_62783	UGT74F1	213	30.5	7.5	204.0
Zm_62783	UGT74F2	213	32.9	7.5	225.0
Zm_62783	UGT74B1	205	34.6	9.3	231.0
Zm_62783	UGT78D2	288	27.1	6.6	211.0
Zm_62783	UGT78D1	288	25.7	7.3	186.0
Zm_62783	UGT71C1	362	29.0	5.8	363.0
Zm_62783	UGT71C2	363	30.9	5.5	410.0
Zm_62783	UGT71C3	354	30.2	4.0	392.0
Zm_62783	UGT71C4	365	33.7	6.0	430.0
Zm_62783	UGT71C5	364	29.7	4.7	374.0
Zm_62783	UGT71B8	474	27.8	5.7	388.0
Zm_62783	UGT71B6	470	29.1	5.3	419.0
Zm_62783	UGT71B5	475	29.1	6.3	433.0
Zm_62783	UGT71B1	368	29.6	6.2	353.0
Zm_62783	UGT88A1	460	28.9	3.3	486.0
Zm_62783	UGT72E2	480	30.6	5.8	429.0
Zm_62783	UGT72E3	475	30.1	5.7	411.0
Zm_62783	UGT72E1	444	30.4	5.6	450.0
Zm_62783	UGT72D1	470	29.6	3.8	459.0
Zm_62783	UGT72C1	402	32.1	6.7	365.0
Zm_62783	UGT72B3	482	32.2	7.3	445.0
Zm_62783	UGT72B1	473	33.8	7.6	488.0
Zm_62783	UGT73C3	267	33.7	7.1	298.0
Zm_62783	UGT73C4	494	27.1	7.7	304.0
Zm_62783	UGT73C5	487	26.7	7.2	292.0
Zm_62783	UGT73C6	267	33.7	7.1	280.0
Zm_62783	UGT73C1	274	33.6	6.9	297.0
Zm_62783	UGT73C7	189	38.6	4.2	284.0
Zm_62783	UGT73B2	211	37.0	5.7	307.0
Zm_62783	UGT73B3	383	29.0	6.3	306.0
Zm_62783	UGT73B1	202	30.2	3.0	255.0
Zm_62783	UGT73B4	385	28.8	4.4	350.0
Zm_62783	UGT73B5	386	29.5	5.7	325.0
Zm_62783	UGT89B1	477	27.3	4.8	331.0
Zm_62783	UGT89C1	205	32.7	3.9	249.0
Zm_62783	VVGT1	360	27.5	6.4	256.0
Zm_62783	UGT76C4	198	30.8	5.1	225.0
Zm_63550	UGT76E5	232	37.9	10.8	223.0
Zm_63550	UGT76E4	369	33.1	8.4	310.0
Zm_63550	UGT76E1	381	29.9	7.9	283.0
Zm_63550	UGT76E2	367	32.2	8.7	294.0
Zm_63550	UGT76E12	381	32.3	8.4	311.0
Zm_63550	UGT76E11	290	34.5	7.2	298.0
Zm_63550	UGT85A5	379	31.1	7.9	287.0
Zm_63550	UGT85A4	385	30.1	8.1	296.0
Zm_63550	UGT84A3	391	29.9	7.9	312.0
Zm_63550	UGT84A4	487	26.9	7.4	302.0
Zm_63550	UGT84A2	382	27.2	6.0	258.0
Zm_63550	UGT84A1	241	34.9	5.0	327.0
Zm_63550	UGT84B1	320	32.2	6.6	294.0
Zm_63550	UGT84B2	323	33.1	9.9	285.0
Zm_63550	UGT75B1	268	31.7	4.5	278.0
Zm_63550	UGT75D1	206	31.1	2.9	228.0
Zm_63550	UGT74F1	213	36.2	9.9	253.0
Zm_63550	UGT74F2	376	28.7	8.5	243.0
Zm_63550	UGT74B1	478	27.4	7.5	287.0
Zm_63550	UGT78D2	223	33.6	9.9	222.0
Zm_63550	UGT78D1	88	50.0	3.4	200.0
Zm_63550	UGT71C1	472	35.0	7.8	535.0
Zm_63550	UGT71C2	483	35.8	7.7	556.0
Zm_63550	UGT71C3	380	40.3	7.1	601.0
Zm_63550	UGT71C4	363	43.8	6.9	623.0
Zm_63550	UGT71C5	492	36.6	6.7	627.0
Zm_63550	UGT71B8	488	37.7	5.9	655.0
Zm_63550	UGT71B6	485	35.7	6.8	596.0
Zm_63550	UGT71B5	490	36.5	5.7	634.0
Zm_63550	UGT71B1	484	37.4	6.0	650.0
Zm_63550	UGT88A1	463	37.1	6.5	613.0
Zm_63550	UGT72E2	387	34.9	5.9	491.0
Zm_63550	UGT72E3	388	35.6	6.4	484.0
Zm_63550	UGT72E1	476	33.0	5.7	496.0
Zm_63550	UGT72D1	478	34.7	4.6	573.0
Zm_63550	UGT72C1	455	33.2	6.6	459.0
Zm_63550	UGT72B3	368	39.4	5.4	567.0
Zm_63550	UGT72B1	493	35.1	5.5	590.0
Zm_63550	UGT73C3	251	37.1	7.6	328.0
Zm_63550	UGT73C4	288	36.8	8.7	342.0
Zm_63550	UGT73C5	493	28.0	7.7	323.0
Zm_63550	UGT73C6	415	28.2	6.3	311.0
Zm_63550	UGT73C1	286	35.3	7.3	327.0
Zm_63550	UGT73C7	396	29.5	5.8	337.0
Zm_63550	UGT73B2	268	38.4	7.8	330.0
Zm_63550	UGT73B3	262	38.5	7.3	326.0
Zm_63550	UGT73B1	274	39.4	7.7	366.0
Zm_63550	UGT73B4	273	39.2	5.1	402.0
Zm_63550	UGT73B5	273	39.9	6.2	387.0
Zm_63550	UGT89B1	487	28.3	8.0	278.0
Zm_63550	UGT89C1	275	29.8	5.8	260.0
Zm_63550	VVGT1	225	36.4	10.2	245.0
Zm_63550	UGT76C4	248	34.7	7.3	256.0
Zm_71B1	UGT76E5	342	29.8	8.5	218.0
Zm_71B1	UGT76E4	462	27.9	5.8	316.0
Zm_71B1	UGT76E1	362	29.8	6.1	294.0
Zm_71B1	UGT76E2	362	31.2	6.1	317.0
Zm_71B1	UGT76E12	227	37.4	7.5	317.0
Zm_71B1	UGT76E11	355	29.0	5.4	289.0
Zm_71B1	UGT85A5	376	31.6	7.4	291.0
Zm_71B1	UGT85A4	216	38.9	7.4	315.0
Zm_71B1	UGT84A3	478	26.8	6.5	321.0
Zm_71B1	UGT84A4	481	27.2	6.2	311.0
Zm_71B1	UGT84A2	480	25.0	6.5	259.0
Zm_71B1	UGT84A1	477	26.0	5.0	331.0
Zm_71B1	UGT84B1	202	35.6	6.9	246.0
Zm_71B1	UGT84B2	303	28.7	5.3	260.0
Zm_71B1	UGT75B1	253	30.4	2.8	277.0
Zm_71B1	UGT75D1	229	29.3	3.5	223.0
Zm_71B1	UGT74F1	208	35.1	8.7	249.0
Zm_71B1	UGT74F2	203	36.0	8.9	251.0
Zm_71B1	UGT74B1	212	36.8	7.1	254.0
Zm_71B1	UGT78D2	473	26.4	7.6	208.0
Zm_71B1	UGT78D1	65	55.4	1.5	176.0
Zm_71B1	UGT71C1	487	35.9	7.8	555.0
Zm_71B1	UGT71C2	484	36.6	7.6	564.0
Zm_71B1	UGT71C3	374	39.6	7.0	564.0
Zm_71B1	UGT71C4	491	37.5	7.1	628.0
Zm_71B1	UGT71C5	479	36.1	6.9	574.0
Zm_71B1	UGT71B8	472	37.7	4.4	718.0
Zm_71B1	UGT71B6	478	36.0	4.8	657.0
Zm_71B1	UGT71B5	480	37.7	4.6	690.0
Zm_71B1	UGT71B1	478	37.7	4.8	701.0
Zm_71B1	UGT88A1	468	38.9	5.3	713.0
Zm_71B1	UGT72E2	465	33.8	5.8	551.0
Zm_71B1	UGT72E3	464	32.1	5.4	494.0
Zm_71B1	UGT72E1	466	31.3	4.1	542.0
Zm_71B1	UGT72D1	465	33.8	3.0	588.0
Zm_71B1	UGT72C1	456	34.0	5.7	495.0
Zm_71B1	UGT72B3	473	36.8	5.3	644.0
Zm_71B1	UGT72B1	473	36.8	4.7	677.0
Zm_71B1	UGT73C3	274	34.7	6.6	304.0
Zm_71B1	UGT73C4	274	33.6	6.6	306.0
Zm_71B1	UGT73C5	490	26.9	7.8	311.0
Zm_71B1	UGT73C6	488	27.0	7.2	311.0
Zm_71B1	UGT73C1	274	33.9	6.6	305.0
Zm_71B1	UGT73C7	221	40.3	7.2	313.0
Zm_71B1	UGT73B2	203	43.3	6.9	347.0
Zm_71B1	UGT73B3	260	38.1	6.5	330.0
Zm_71B1	UGT73B1	213	41.8	6.6	356.0
Zm_71B1	UGT73B4	213	42.3	3.3	388.0
Zm_71B1	UGT73B5	213	44.1	4.7	391.0
Zm_71B1	UGT89B1	466	28.5	6.4	300.0
Zm_71B1	UGT89C1	204	36.8	4.4	291.0
Zm_71B1	VVGT1	226	32.7	8.8	207.0
Zm_71B1	UGT76C4	230	33.9	7.8	272.0
Zm_72068	UGT76E5	275	37.5	11.6	276.0
Zm_72068	UGT76E4	465	28.8	6.9	346.0
Zm_72068	UGT76E1	465	28.4	6.9	329.0
Zm_72068	UGT76E2	466	28.5	7.1	347.0
Zm_72068	UGT76E12	463	27.2	6.7	310.0
Zm_72068	UGT76E11	464	28.7	7.5	314.0
Zm_72068	UGT85A5	486	30.2	9.1	301.0
Zm_72068	UGT85A4	302	36.8	9.6	351.0
Zm_72068	UGT84A3	243	39.1	10.3	273.0
Zm_72068	UGT84A4	271	32.5	10.0	233.0
Zm_72068	UGT84A2	490	27.1	9.0	253.0
Zm_72068	UGT84A1	321	34.0	7.5	288.0
Zm_72068	UGT84B1	468	28.8	8.3	287.0
Zm_72068	UGT84B2	465	28.8	8.4	256.0
Zm_72068	UGT75B1	471	30.8	6.4	342.0
Zm_72068	UGT75D1	218	37.2	7.3	274.0
Zm_72068	UGT74F1	292	33.9	9.9	221.0
Zm_72068	UGT74F2	298	37.2	11.1	249.0
Zm_72068	UGT74B1	475	27.8	8.6	240.0
Zm_72068	UGT78D2	145	40.0	4.8	234.0
Zm_72068	UGT78D1	145	33.8	3.4	214.0
Zm_72068	UGT71C1	372	34.4	8.6	364.0
Zm_72068	UGT71C2	388	34.8	9.3	373.0
Zm_72068	UGT71C3	442	34.8	8.6	430.0
Zm_72068	UGT71C4	476	33.8	9.2	412.0
Zm_72068	UGT71C5	366	35.5	8.7	411.0
Zm_72068	UGT71B8	430	33.7	5.6	446.0
Zm_72068	UGT71B6	413	32.7	5.6	392.0
Zm_72068	UGT71B5	447	32.7	5.1	451.0
Zm_72068	UGT71B1	420	33.3	6.0	421.0
Zm_72068	UGT88A1	478	33.9	6.3	548.0
Zm_72068	UGT72E2	463	39.1	5.4	699.0
Zm_72068	UGT72E3	467	38.8	6.2	690.0
Zm_72068	UGT72E1	477	39.4	5.5	698.0
Zm_72068	UGT72D1	474	36.9	6.1	670.0
Zm_72068	UGT72C1	458	33.8	5.5	536.0
Zm_72068	UGT72B3	474	49.6	3.8	1072.0
Zm_72068	UGT72B1	475	49.1	4.0	1034.0
Zm_72068	UGT73C3	419	27.9	7.6	296.0
Zm_72068	UGT73C4	486	27.6	8.4	293.0
Zm_72068	UGT73C5	449	27.6	7.6	286.0
Zm_72068	UGT73C6	411	29.9	8.8	279.0
Zm_72068	UGT73C1	208	37.0	8.7	264.0
Zm_72068	UGT73C7	209	40.7	8.6	291.0
Zm_72068	UGT73B2	294	32.3	8.8	263.0
Zm_72068	UGT73B3	302	35.8	10.9	285.0
Zm_72068	UGT73B1	313	33.2	8.3	312.0
Zm_72068	UGT73B4	283	38.9	8.5	355.0
Zm_72068	UGT73B5	275	38.5	10.9	302.0
Zm_72068	UGT89B1	472	29.9	8.1	305.0
Zm_72068	UGT89C1	264	36.4	4.9	361.0
Zm_72068	VVGT1	137	36.5	2.2	246.0
Zm_72068	UGT76C4	475	27.6	8.0	302.0
Zm_85854	UGT76E5	260	33.8	8.8	243.0
Zm_85854	UGT76E4	262	36.3	6.5	343.0
Zm_85854	UGT76E1	260	35.0	6.2	300.0
Zm_85854	UGT76E2	467	27.0	5.8	329.0
Zm_85854	UGT76E12	463	28.1	6.3	336.0
Zm_85854	UGT76E11	463	30.2	6.7	334.0
Zm_85854	UGT85A5	470	28.3	7.4	320.0
Zm_85854	UGT85A4	472	30.5	8.1	350.0
Zm_85854	UGT84A3	255	34.9	10.6	237.0
Zm_85854	UGT84A4	214	38.3	11.2	219.0
Zm_85854	UGT84A2	484	27.1	8.7	221.0
Zm_85854	UGT84A1	470	27.7	7.0	286.0
Zm_85854	UGT84B1	138	37.0	2.9	219.0
Zm_85854	UGT84B2	314	30.3	8.6	241.0
Zm_85854	UGT75B1	470	27.7	6.0	296.0
Zm_85854	UGT75D1	213	37.1	7.0	249.0
