cas	cid	ID	Description	UGT	Accession	Polyphenol Name	Yield
69039-02-7	155240	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Hydroxytyrosol Acetate	0
121-79-9	4947	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Propyl gallate	3
606-12-2	220295	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	2,4'-Dihydroxybenzophenone	3
531-95-3	91469	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Equol	0
33626-08-3	6255462	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	4'-Methoxyresveratrol	4
86361-55-9	45382232	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Gnetol	0
842-01-3	5413034	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	7,8-Dihydroxy-4-phenylcoumarin	4
7758-73-8	5398649	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	5,7-Dihydroxy-4-phenylcoumarin	48
32507-66-7	5318650	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Isorhapontigenin	8
17817-31-1	5284649	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	6,7,4'-Trihydroxyisoflavone	0
487-52-5	5281222	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Butein	10
20575-57-9	5280448	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Calycosin	2
480-11-5	5320315	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Oroxylin A	42
104594-70-9	5281787	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Caffeic Acid Phenethyl Ester	16
2957-21-3	73571	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Sakuranetin	2
552-58-9	440735	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Eriodictyol	3
480-20-6	122850	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Aromadendrin	1
1447-88-7	5281628	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Hispidulin	38
548-77-6	5281811	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Tectorigenin	13
37308-75-1	6293081	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Flavokawain C	63
500-38-9	4534	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Nordihydroguaiaretic acid	8
102036-29-3	13846689	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Protosappanin B	0
108853-14-1	176096	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Dendrophenol	13
520-11-6	5317284	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	6-Methoxyluteolin	29
41060-15-5	5320053	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Neobavaisoflavone	0
19879-32-4	5321775	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Bavachin	47
67979-25-3	155011	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Aurantio-obtusin	3
18085-97-7	5379096	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Jaceosidin	48
906-33-2	5280633	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Neochlorogenic acid	0
548-76-5	5464170	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Irigenin	10
27208-80-6	5281718	143	UDP-glycosyltransferase g32894		A0A1J6KIP3	Polydatin	3
500-65-2	5320954	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Rhapontigenin	6
446-72-0	5280961	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Genistein	0
520-36-5	5280443	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Apigenin	0
491-70-3	5280445	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Luteolin	0
4773-96-0	5281647	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Mangiferin	0
3681-93-4	5280441	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Vitexin	0
1126-61-0	70775	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	4-Allylpyrocatechol	0
13677-79-7	83651	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Homogentisic acid	0
31721-94-5	5281343	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	5,7-Dihydroxychromone	0
1983-81-9	54679630	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	2',3'-Dihydroxy-4'-methoxyacetophenone	0
529-84-0	5319502	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	4-Methylesculetin	0
2107-76-8	5354284	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	4-Methyllimetol	0
3843-74-1	689075	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Methyl caffeate acid	0
4707-47-5	238398	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Atraric acid	0
69039-02-7	155240	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Hydroxytyrosol Acetate	0
121-79-9	4947	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Propyl gallate	3
606-12-2	220295	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	2,4'-Dihydroxybenzophenone	7
531-95-3	91469	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Equol	0
33626-08-3	6255462	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	4'-Methoxyresveratrol	1
86361-55-9	45382232	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Gnetol	2
842-01-3	5413034	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	7,8-Dihydroxy-4-phenylcoumarin	23
7758-73-8	5398649	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	5,7-Dihydroxy-4-phenylcoumarin	7
32507-66-7	5318650	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Isorhapontigenin	0
17817-31-1	5284649	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	6,7,4'-Trihydroxyisoflavone	0
487-52-5	5281222	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Butein	0
20575-57-9	5280448	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Calycosin	0
480-11-5	5320315	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Oroxylin A	2
104594-70-9	5281787	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Caffeic Acid Phenethyl Ester	0
2957-21-3	73571	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Sakuranetin	0
552-58-9	440735	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Eriodictyol	0
480-20-6	122850	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Aromadendrin	1
1447-88-7	5281628	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Hispidulin	0
548-77-6	5281811	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Tectorigenin	1
37308-75-1	6293081	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Flavokawain C	2
500-38-9	4534	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Nordihydroguaiaretic acid	0
102036-29-3	13846689	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Protosappanin B	0
108853-14-1	176096	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Dendrophenol	0
520-11-6	5317284	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	6-Methoxyluteolin	8
41060-15-5	5320053	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Neobavaisoflavone	0
19879-32-4	5321775	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Bavachin	3
67979-25-3	155011	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Aurantio-obtusin	0
18085-97-7	5379096	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Jaceosidin	3
906-33-2	5280633	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Neochlorogenic acid	0
548-76-5	5464170	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Irigenin	0
27208-80-6	5281718	144	UDP-glycosyltransferase 1	UGT85K6	I2BHA0	Polydatin	0
500-65-2	5320954	147	UDP-glycosyltransferase 205B2		T1L1Y2	Rhapontigenin	17
446-72-0	5280961	147	UDP-glycosyltransferase 205B2		T1L1Y2	Genistein	34
520-36-5	5280443	147	UDP-glycosyltransferase 205B2		T1L1Y2	Apigenin	74
491-70-3	5280445	147	UDP-glycosyltransferase 205B2		T1L1Y2	Luteolin	53
4773-96-0	5281647	147	UDP-glycosyltransferase 205B2		T1L1Y2	Mangiferin	0
3681-93-4	5280441	147	UDP-glycosyltransferase 205B2		T1L1Y2	Vitexin	0
1126-61-0	70775	147	UDP-glycosyltransferase 205B2		T1L1Y2	4-Allylpyrocatechol	0
13677-79-7	83651	147	UDP-glycosyltransferase 205B2		T1L1Y2	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	147	UDP-glycosyltransferase 205B2		T1L1Y2	Homogentisic acid	0
31721-94-5	5281343	147	UDP-glycosyltransferase 205B2		T1L1Y2	5,7-Dihydroxychromone	11
1983-81-9	54679630	147	UDP-glycosyltransferase 205B2		T1L1Y2	4,7-DIHYDROXYCOUMARIN	2
708-53-2	12820	147	UDP-glycosyltransferase 205B2		T1L1Y2	2',3'-Dihydroxy-4'-methoxyacetophenone	0
529-84-0	5319502	147	UDP-glycosyltransferase 205B2		T1L1Y2	4-Methylesculetin	2
2107-76-8	5354284	147	UDP-glycosyltransferase 205B2		T1L1Y2	4-Methyllimetol	32
3843-74-1	689075	147	UDP-glycosyltransferase 205B2		T1L1Y2	Methyl caffeate acid	24
4707-47-5	238398	147	UDP-glycosyltransferase 205B2		T1L1Y2	Atraric acid	2
69039-02-7	155240	147	UDP-glycosyltransferase 205B2		T1L1Y2	Hydroxytyrosol Acetate	0
121-79-9	4947	147	UDP-glycosyltransferase 205B2		T1L1Y2	Propyl gallate	1
606-12-2	220295	147	UDP-glycosyltransferase 205B2		T1L1Y2	2,4'-Dihydroxybenzophenone	13
531-95-3	91469	147	UDP-glycosyltransferase 205B2		T1L1Y2	Equol	30
33626-08-3	6255462	147	UDP-glycosyltransferase 205B2		T1L1Y2	4'-Methoxyresveratrol	7
86361-55-9	45382232	147	UDP-glycosyltransferase 205B2		T1L1Y2	Gnetol	2
842-01-3	5413034	147	UDP-glycosyltransferase 205B2		T1L1Y2	7,8-Dihydroxy-4-phenylcoumarin	33
7758-73-8	5398649	147	UDP-glycosyltransferase 205B2		T1L1Y2	5,7-Dihydroxy-4-phenylcoumarin	9
32507-66-7	5318650	147	UDP-glycosyltransferase 205B2		T1L1Y2	Isorhapontigenin	7
17817-31-1	5284649	147	UDP-glycosyltransferase 205B2		T1L1Y2	6,7,4'-Trihydroxyisoflavone	40
487-52-5	5281222	147	UDP-glycosyltransferase 205B2		T1L1Y2	Butein	58
20575-57-9	5280448	147	UDP-glycosyltransferase 205B2		T1L1Y2	Calycosin	43
480-11-5	5320315	147	UDP-glycosyltransferase 205B2		T1L1Y2	Oroxylin A	17
104594-70-9	5281787	147	UDP-glycosyltransferase 205B2		T1L1Y2	Caffeic Acid Phenethyl Ester	16
2957-21-3	73571	147	UDP-glycosyltransferase 205B2		T1L1Y2	Sakuranetin	14
552-58-9	440735	147	UDP-glycosyltransferase 205B2		T1L1Y2	Eriodictyol	33
480-20-6	122850	147	UDP-glycosyltransferase 205B2		T1L1Y2	Aromadendrin	17
1447-88-7	5281628	147	UDP-glycosyltransferase 205B2		T1L1Y2	Hispidulin	61
548-77-6	5281811	147	UDP-glycosyltransferase 205B2		T1L1Y2	Tectorigenin	15
37308-75-1	6293081	147	UDP-glycosyltransferase 205B2		T1L1Y2	Flavokawain C	94
500-38-9	4534	147	UDP-glycosyltransferase 205B2		T1L1Y2	Nordihydroguaiaretic acid	5
102036-29-3	13846689	147	UDP-glycosyltransferase 205B2		T1L1Y2	Protosappanin B	0
108853-14-1	176096	147	UDP-glycosyltransferase 205B2		T1L1Y2	Dendrophenol	1
520-11-6	5317284	147	UDP-glycosyltransferase 205B2		T1L1Y2	6-Methoxyluteolin	47
41060-15-5	5320053	147	UDP-glycosyltransferase 205B2		T1L1Y2	Neobavaisoflavone	90
19879-32-4	5321775	147	UDP-glycosyltransferase 205B2		T1L1Y2	Bavachin	46
67979-25-3	155011	147	UDP-glycosyltransferase 205B2		T1L1Y2	Aurantio-obtusin	23
18085-97-7	5379096	147	UDP-glycosyltransferase 205B2		T1L1Y2	Jaceosidin	61
906-33-2	5280633	147	UDP-glycosyltransferase 205B2		T1L1Y2	Neochlorogenic acid	0
548-76-5	5464170	147	UDP-glycosyltransferase 205B2		T1L1Y2	Irigenin	7
27208-80-6	5281718	147	UDP-glycosyltransferase 205B2		T1L1Y2	Polydatin	15
500-65-2	5320954	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Rhapontigenin	2
446-72-0	5280961	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Genistein	16
520-36-5	5280443	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Apigenin	47
491-70-3	5280445	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Luteolin	3
4773-96-0	5281647	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Mangiferin	0
3681-93-4	5280441	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Vitexin	0
1126-61-0	70775	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	4-Allylpyrocatechol	24
13677-79-7	83651	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Homogentisic acid	0
31721-94-5	5281343	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	5,7-Dihydroxychromone	7
1983-81-9	54679630	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	4,7-DIHYDROXYCOUMARIN	0
708-53-2	12820	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	2',3'-Dihydroxy-4'-methoxyacetophenone	1
529-84-0	5319502	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	4-Methylesculetin	0
2107-76-8	5354284	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	4-Methyllimetol	0
3843-74-1	689075	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Methyl caffeate acid	4
4707-47-5	238398	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Atraric acid	2
69039-02-7	155240	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Hydroxytyrosol Acetate	0
121-79-9	4947	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Propyl gallate	2
606-12-2	220295	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	2,4'-Dihydroxybenzophenone	2
531-95-3	91469	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Equol	0
33626-08-3	6255462	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	4'-Methoxyresveratrol	3
86361-55-9	45382232	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Gnetol	2
842-01-3	5413034	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	7,8-Dihydroxy-4-phenylcoumarin	0
7758-73-8	5398649	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	5,7-Dihydroxy-4-phenylcoumarin	0
32507-66-7	5318650	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Isorhapontigenin	1
17817-31-1	5284649	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	6,7,4'-Trihydroxyisoflavone	3
487-52-5	5281222	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Butein	8
20575-57-9	5280448	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Calycosin	3
480-11-5	5320315	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Oroxylin A	46
104594-70-9	5281787	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Caffeic Acid Phenethyl Ester	14
2957-21-3	73571	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Sakuranetin	1
552-58-9	440735	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Eriodictyol	16
480-20-6	122850	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Aromadendrin	14
1447-88-7	5281628	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Hispidulin	51
548-77-6	5281811	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Tectorigenin	15
37308-75-1	6293081	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Flavokawain C	19
500-38-9	4534	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Nordihydroguaiaretic acid	0
102036-29-3	13846689	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Protosappanin B	0
108853-14-1	176096	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Dendrophenol	2
520-11-6	5317284	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	6-Methoxyluteolin	30
41060-15-5	5320053	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Neobavaisoflavone	4
19879-32-4	5321775	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Bavachin	16
67979-25-3	155011	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Aurantio-obtusin	53
18085-97-7	5379096	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Jaceosidin	53
906-33-2	5280633	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Neochlorogenic acid	0
548-76-5	5464170	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Irigenin	22
27208-80-6	5281718	149	UDP-glucose crocetin glucosyltransferase	UGT75L6	F8WKW0	Polydatin	0
500-65-2	5320954	151	Nt_UGT C-term		A0A024AX02	Rhapontigenin	68
446-72-0	5280961	151	Nt_UGT C-term		A0A024AX02	Genistein	2
520-36-5	5280443	151	Nt_UGT C-term		A0A024AX02	Apigenin	23
491-70-3	5280445	151	Nt_UGT C-term		A0A024AX02	Luteolin	82
4773-96-0	5281647	151	Nt_UGT C-term		A0A024AX02	Mangiferin	0
3681-93-4	5280441	151	Nt_UGT C-term		A0A024AX02	Vitexin	0
1126-61-0	70775	151	Nt_UGT C-term		A0A024AX02	4-Allylpyrocatechol	28
13677-79-7	83651	151	Nt_UGT C-term		A0A024AX02	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	151	Nt_UGT C-term		A0A024AX02	Homogentisic acid	15
31721-94-5	5281343	151	Nt_UGT C-term		A0A024AX02	5,7-Dihydroxychromone	15
1983-81-9	54679630	151	Nt_UGT C-term		A0A024AX02	4,7-DIHYDROXYCOUMARIN	12
708-53-2	12820	151	Nt_UGT C-term		A0A024AX02	2',3'-Dihydroxy-4'-methoxyacetophenone	40
529-84-0	5319502	151	Nt_UGT C-term		A0A024AX02	4-Methylesculetin	35
2107-76-8	5354284	151	Nt_UGT C-term		A0A024AX02	4-Methyllimetol	56
3843-74-1	689075	151	Nt_UGT C-term		A0A024AX02	Methyl caffeate acid	49
4707-47-5	238398	151	Nt_UGT C-term		A0A024AX02	Atraric acid	70
69039-02-7	155240	151	Nt_UGT C-term		A0A024AX02	Hydroxytyrosol Acetate	8
121-79-9	4947	151	Nt_UGT C-term		A0A024AX02	Propyl gallate	73
606-12-2	220295	151	Nt_UGT C-term		A0A024AX02	2,4'-Dihydroxybenzophenone	6
531-95-3	91469	151	Nt_UGT C-term		A0A024AX02	Equol	2
33626-08-3	6255462	151	Nt_UGT C-term		A0A024AX02	4'-Methoxyresveratrol	72
86361-55-9	45382232	151	Nt_UGT C-term		A0A024AX02	Gnetol	13
842-01-3	5413034	151	Nt_UGT C-term		A0A024AX02	7,8-Dihydroxy-4-phenylcoumarin	38
7758-73-8	5398649	151	Nt_UGT C-term		A0A024AX02	5,7-Dihydroxy-4-phenylcoumarin	4
32507-66-7	5318650	151	Nt_UGT C-term		A0A024AX02	Isorhapontigenin	17
17817-31-1	5284649	151	Nt_UGT C-term		A0A024AX02	6,7,4'-Trihydroxyisoflavone	1
487-52-5	5281222	151	Nt_UGT C-term		A0A024AX02	Butein	98
20575-57-9	5280448	151	Nt_UGT C-term		A0A024AX02	Calycosin	15
480-11-5	5320315	151	Nt_UGT C-term		A0A024AX02	Oroxylin A	14
104594-70-9	5281787	151	Nt_UGT C-term		A0A024AX02	Caffeic Acid Phenethyl Ester	58
2957-21-3	73571	151	Nt_UGT C-term		A0A024AX02	Sakuranetin	13
552-58-9	440735	151	Nt_UGT C-term		A0A024AX02	Eriodictyol	2
480-20-6	122850	151	Nt_UGT C-term		A0A024AX02	Aromadendrin	4
1447-88-7	5281628	151	Nt_UGT C-term		A0A024AX02	Hispidulin	16
548-77-6	5281811	151	Nt_UGT C-term		A0A024AX02	Tectorigenin	4
37308-75-1	6293081	151	Nt_UGT C-term		A0A024AX02	Flavokawain C	17
500-38-9	4534	151	Nt_UGT C-term		A0A024AX02	Nordihydroguaiaretic acid	2
102036-29-3	13846689	151	Nt_UGT C-term		A0A024AX02	Protosappanin B	0
108853-14-1	176096	151	Nt_UGT C-term		A0A024AX02	Dendrophenol	21
520-11-6	5317284	151	Nt_UGT C-term		A0A024AX02	6-Methoxyluteolin	26
41060-15-5	5320053	151	Nt_UGT C-term		A0A024AX02	Neobavaisoflavone	11
19879-32-4	5321775	151	Nt_UGT C-term		A0A024AX02	Bavachin	8
67979-25-3	155011	151	Nt_UGT C-term		A0A024AX02	Aurantio-obtusin	56
18085-97-7	5379096	151	Nt_UGT C-term		A0A024AX02	Jaceosidin	15
906-33-2	5280633	151	Nt_UGT C-term		A0A024AX02	Neochlorogenic acid	0
548-76-5	5464170	151	Nt_UGT C-term		A0A024AX02	Irigenin	2
27208-80-6	5281718	151	Nt_UGT C-term		A0A024AX02	Polydatin	0
500-65-2	5320954	152	Pt_UGT1 N-term		A0A2R2JFJ4	Rhapontigenin	29
446-72-0	5280961	152	Pt_UGT1 N-term		A0A2R2JFJ4	Genistein	55
520-36-5	5280443	152	Pt_UGT1 N-term		A0A2R2JFJ4	Apigenin	74
491-70-3	5280445	152	Pt_UGT1 N-term		A0A2R2JFJ4	Luteolin	60
4773-96-0	5281647	152	Pt_UGT1 N-term		A0A2R2JFJ4	Mangiferin	0
3681-93-4	5280441	152	Pt_UGT1 N-term		A0A2R2JFJ4	Vitexin	0
1126-61-0	70775	152	Pt_UGT1 N-term		A0A2R2JFJ4	4-Allylpyrocatechol	9
13677-79-7	83651	152	Pt_UGT1 N-term		A0A2R2JFJ4	2,3,4-Trihydroxybenzoic acid	0
451-13-8	780	152	Pt_UGT1 N-term		A0A2R2JFJ4	Homogentisic acid	0
31721-94-5	5281343	152	Pt_UGT1 N-term		A0A2R2JFJ4	5,7-Dihydroxychromone	35
1983-81-9	54679630	152	Pt_UGT1 N-term		A0A2R2JFJ4	4,7-DIHYDROXYCOUMARIN	17
708-53-2	12820	152	Pt_UGT1 N-term		A0A2R2JFJ4	2',3'-Dihydroxy-4'-methoxyacetophenone	39
529-84-0	5319502	152	Pt_UGT1 N-term		A0A2R2JFJ4	4-Methylesculetin	31
2107-76-8	5354284	152	Pt_UGT1 N-term		A0A2R2JFJ4	4-Methyllimetol	95
3843-74-1	689075	152	Pt_UGT1 N-term		A0A2R2JFJ4	Methyl caffeate acid	7
4707-47-5	238398	152	Pt_UGT1 N-term		A0A2R2JFJ4	Atraric acid	35
69039-02-7	155240	152	Pt_UGT1 N-term		A0A2R2JFJ4	Hydroxytyrosol Acetate	0
121-79-9	4947	152	Pt_UGT1 N-term		A0A2R2JFJ4	Propyl gallate	37
606-12-2	220295	152	Pt_UGT1 N-term		A0A2R2JFJ4	2,4'-Dihydroxybenzophenone	4
531-95-3	91469	152	Pt_UGT1 N-term		A0A2R2JFJ4	Equol	5
33626-08-3	6255462	152	Pt_UGT1 N-term		A0A2R2JFJ4	4'-Methoxyresveratrol	67
86361-55-9	45382232	152	Pt_UGT1 N-term		A0A2R2JFJ4	Gnetol	13
842-01-3	5413034	152	Pt_UGT1 N-term		A0A2R2JFJ4	7,8-Dihydroxy-4-phenylcoumarin	17
7758-73-8	5398649	152	Pt_UGT1 N-term		A0A2R2JFJ4	5,7-Dihydroxy-4-phenylcoumarin	25
32507-66-7	5318650	152	Pt_UGT1 N-term		A0A2R2JFJ4	Isorhapontigenin	28
17817-31-1	5284649	152	Pt_UGT1 N-term		A0A2R2JFJ4	6,7,4'-Trihydroxyisoflavone	7
487-52-5	5281222	152	Pt_UGT1 N-term		A0A2R2JFJ4	Butein	55
20575-57-9	5280448	152	Pt_UGT1 N-term		A0A2R2JFJ4	Calycosin	22
480-11-5	5320315	152	Pt_UGT1 N-term		A0A2R2JFJ4	Oroxylin A	51
104594-70-9	5281787	152	Pt_UGT1 N-term		A0A2R2JFJ4	Caffeic Acid Phenethyl Ester	51
2957-21-3	73571	152	Pt_UGT1 N-term		A0A2R2JFJ4	Sakuranetin	18
552-58-9	440735	152	Pt_UGT1 N-term		A0A2R2JFJ4	Eriodictyol	6
480-20-6	122850	152	Pt_UGT1 N-term		A0A2R2JFJ4	Aromadendrin	2
1447-88-7	5281628	152	Pt_UGT1 N-term		A0A2R2JFJ4	Hispidulin	64
548-77-6	5281811	152	Pt_UGT1 N-term		A0A2R2JFJ4	Tectorigenin	14
37308-75-1	6293081	152	Pt_UGT1 N-term		A0A2R2JFJ4	Flavokawain C	31
500-38-9	4534	152	Pt_UGT1 N-term		A0A2R2JFJ4	Nordihydroguaiaretic acid	0
102036-29-3	13846689	152	Pt_UGT1 N-term		A0A2R2JFJ4	Protosappanin B	0
108853-14-1	176096	152	Pt_UGT1 N-term		A0A2R2JFJ4	Dendrophenol	3
520-11-6	5317284	152	Pt_UGT1 N-term		A0A2R2JFJ4	6-Methoxyluteolin	80
41060-15-5	5320053	152	Pt_UGT1 N-term		A0A2R2JFJ4	Neobavaisoflavone	61
19879-32-4	5321775	152	Pt_UGT1 N-term		A0A2R2JFJ4	Bavachin	10
67979-25-3	155011	152	Pt_UGT1 N-term		A0A2R2JFJ4	Aurantio-obtusin	32
18085-97-7	5379096	152	Pt_UGT1 N-term		A0A2R2JFJ4	Jaceosidin	73
906-33-2	5280633	152	Pt_UGT1 N-term		A0A2R2JFJ4	Neochlorogenic acid	0
548-76-5	5464170	152	Pt_UGT1 N-term		A0A2R2JFJ4	Irigenin	32
27208-80-6	5281718	152	Pt_UGT1 N-term		A0A2R2JFJ4	Polydatin	9
500-65-2	5320954	153	At_UGT72E2	UGT72E2	Q9LVR1	Rhapontigenin	2
446-72-0	5280961	153	At_UGT72E2	UGT72E2	Q9LVR1	Genistein	0
520-36-5	5280443	153	At_UGT72E2	UGT72E2	Q9LVR1	Apigenin	0
491-70-3	5280445	153	At_UGT72E2	UGT72E2	Q9LVR1	Luteolin	0
4773-96-0	5281647	153	At_UGT72E2	UGT72E2	Q9LVR1	Mangiferin	0
3681-93-4	5280441	153	At_UGT72E2	UGT72E2	Q9LVR1	Vitexin	0
